listing_id,source,url,title,price,currency,period,area,bedrooms,bathrooms,furnished,property_type,governorate,city,district,latitude,longitude,amenities,posted_date,agency,scraped_at
BA100326,bayut,https://www.bayut.eg/property/details-100326.html,"Semi-furnished Studio for rent in Roushdy, Alexandria",8500,EGP,monthly,43,0,1,Semi-furnished,Studio,Alexandria,Alexandria,Roushdy,31.2312,29.95883,Elevator|Backup Generator|Maids Room|Gym|Balcony|Swimming Pool,2026-05-11,Bayut Verified,2026-06-30T09:00:00
AQ100267,aqarmap,https://www.aqarmap.com/en/property/details-100267.html,"Semi-furnished Villa for rent in Rehab, New Cairo",52000,EGP,monthly,390,,1,Semi-furnished,Villa,Cairo,New Cairo,Rehab,30.05718,31.49624,Swimming Pool|Parking|Garden|Kids Area,2026-05-05,Coldwell Banker,2026-06-30T09:00:00
BA100054,bayut,https://www.bayut.eg/property/details-100054.html,"Unfurnished Apartment for rent in 6th of October City, 6th of October",17000,EGP,monthly,137 Sq. M.,3,3,Unfurnished,Apartment,Giza,6th of October,6th of October City,29.96948,30.93844,Central AC|Built-in Kitchen|Kids Area|Balcony|Gym,2026-03-26,ERA Egypt,2026-06-30T09:00:00
AQ100044,aqarmap,https://www.aqarmap.com/en/property/details-100044.html,"Unfurnished Chalet for rent in Maadi, Cairo",32000,EGP,monthly,149,3,3,Unfurnished,Chalet,Cairo,Cairo,Maadi,29.96935,31.2528,Parking|Central AC|Kids Area|Security,2026-03-17,ERA Egypt,2026-06-30T09:00:00
BA100196,bayut,https://www.bayut.eg/property/details-100196.html,"Semi-furnished Duplex for rent in Sidi Gaber, Alexandria",33000,EGP,monthly,226 Sq. M.,5,2,Semi-furnished,Duplex,Alexandria,Alexandria,Sidi Gaber,31.21558,29.9487,Garden|Security|Parking|Built-in Kitchen|Maids Room|Kids Area,2026-05-28,Bayut Verified,2026-06-30T09:00:00
BA100107,bayut,https://www.bayut.eg/property/details-100107.html,"Semi-furnished Duplex for rent in Dokki, Giza",35500,EGP,monthly,277,4,4,Semi-furnished,Duplex,Giza,Giza,Dokki,30.03401,31.21306,Central AC|Garden|Security,2026-04-15,Private Owner,2026-06-30T09:00:00
AQ100141,aqarmap,https://www.aqarmap.com/en/property/details-100141.html,"Furnished Penthouse for rent in Rehab, New Cairo","56,000",EGP,monthly,312,5,4,Furnished,Penthouse,Cairo,New Cairo,Rehab,30.05083,31.49089,Backup Generator|Kids Area|Swimming Pool|Security|Central AC|Elevator,2026-04-22,Coldwell Banker,2026-06-30T09:00:00
BA100359,bayut,https://www.bayut.eg/property/details-100359.html,"Unfurnished Duplex for rent in Dokki, Giza",27500,EGP,monthly,232,3,3,Unfurnished,Duplex,Giza,Giza,Dokki,30.03454,31.2192,Security|Parking|Kids Area|Maids Room|Balcony,2026-06-29,Private Owner,2026-06-30T09:00:00
AQ100190,aqarmap,https://www.aqarmap.com/en/property/details-100190.html,"Unfurnished Townhouse for rent in Haram, Giza",24000,EGP,monthly,349,4,,Unfurnished,Townhouse,Giza,Giza,Haram,29.9971,31.16026,Central AC|Security|Garden|Maids Room|Kids Area|Backup Generator,2026-04-04,Nawy,2026-06-30T09:00:00
BA100185,bayut,https://www.bayut.eg/property/details-100185.html,"Semi-furnished Studio for rent in Gleem, Alexandria",242,USD,monthly,70,0,1,Semi-furnished,Studio,Alexandria,Alexandria,Gleem,31.23874,29.96224,Backup Generator|Swimming Pool,2026-06-03,Private Owner,2026-06-30T09:00:00
AQ100184,aqarmap,https://www.aqarmap.com/en/property/details-100184.html,"Unfurnished Townhouse for rent in Rehab, New Cairo",30000,EGP,monthly,282,3,3,Unfurnished,Townhouse,Cairo,New Cairo,Rehab,30.05611,31.49437,Maids Room|Gym,2026-04-08,Private Owner,2026-06-30T09:00:00
BA100390,bayut,https://www.bayut.eg/property/details-100390.html,"Unfurnished Studio for rent in 6th of October City, 6th of October",4000,EGP,monthly,40,0,1,Unfurnished,Studio,Giza,6th of October,,29.95769,30.93549,Garden|Maids Room|Security|Balcony,2026-03-14,Bayut Verified,2026-06-30T09:00:00
BA100066,bayut,https://www.bayut.eg/property/details-100066.html,"Unfurnished Chalet for rent in Maadi, Cairo",495,USD,monthly,170,3,2,Unfurnished,Chalet,Cairo,Cairo,Maadi,29.96098,31.26144,Balcony|Parking|Gym|Swimming Pool|Built-in Kitchen|Elevator,2026-03-16,Coldwell Banker,2026-06-30T09:00:00
BA100361,bayut,https://www.bayut.eg/property/details-100361.html,"Furnished Penthouse for rent in Sheikh Zayed, 6th of October","72,500",EGP,monthly,356,3,3,Furnished,Penthouse,Giza,6th of October,Sheikh Zayed,30.04397,30.96791,Swimming Pool|Security,2026-05-12,Nawy,2026-06-30T09:00:00
BA100049,bayut,https://www.bayut.eg/property/details-100049.html,"Semi-furnished Studio for rent in Roushdy, Alexandria",9500,EGP,monthly,42 Sq. M.,0,1,Semi-furnished,Studio,Alexandria,Alexandria,Roushdy,31.23691,29.94687,Gym|Central AC|Elevator|Built-in Kitchen|Backup Generator|Balcony,2026-04-27,Private Owner,2026-06-30T09:00:00
BA100057,bayut,https://www.bayut.eg/property/details-100057.html,"Furnished Penthouse for rent in Mokattam, Cairo",51000,EGP,monthly,350 Sq. M.,4,4,Furnished,Penthouse,Cairo,Cairo,,30.01653,31.31266,Maids Room|Swimming Pool|Garden|Built-in Kitchen|Security|Parking,2026-05-19,Coldwell Banker,2026-06-30T09:00:00
AQ100297,aqarmap,https://www.aqarmap.com/en/property/details-100297.html,"Unfurnished Villa for rent in Sheikh Zayed, 6th of October",76000,EGP,monthly,453,5,5,Unfurnished,Villa,Giza,6th of October,Sheikh Zayed,30.04343,30.97695,Backup Generator|Maids Room,2026-04-26,ERA Egypt,2026-06-30T09:00:00
BA100171,bayut,https://www.bayut.eg/property/details-100171.html,"Furnished Apartment for rent in El Shorouk, Shorouk",677,USD,monthly,197,2,,Furnished,Apartment,Cairo,Shorouk,El Shorouk,30.12785,31.62123,Maids Room|Gym|Elevator,2026-06-17,Private Owner,2026-06-30T09:00:00
BA100294,bayut,https://www.bayut.eg/property/details-100294.html,"Furnished Chalet for rent in Mohandessin, Giza",576,USD,monthly,116,,1,Furnished,Chalet,Giza,Giza,,30.0593,31.2025,Parking|Balcony|Garden|Built-in Kitchen|Backup Generator,2026-03-19,Nawy,2026-06-30T09:00:00
AQ100251,aqarmap,https://www.aqarmap.com/en/property/details-100251.html,"Furnished Duplex for rent in Sidi Gaber, Alexandria",29000,EGP,monthly,193,4,4,Furnished,Duplex,Alexandria,Alexandria,Sidi Gaber,31.21942,29.95121,Gym|Security|Elevator|Kids Area,2026-03-29,Bayut Verified,2026-06-30T09:00:00
AQ100129,aqarmap,https://www.aqarmap.com/en/property/details-100129.html,"Semi-furnished Studio for rent in Roushdy, Alexandria",15000,EGP,monthly,63,0,1,Semi-furnished,Studio,Alexandria,Alexandria,Roushdy,31.21816,29.95001,Gym|Built-in Kitchen|Swimming Pool|Central AC|Garden|Kids Area,2026-06-19,Private Owner,2026-06-30T09:00:00
BA100094,bayut,https://www.bayut.eg/property/details-100094.html,"Semi-furnished Apartment for rent in 6th of October City, 6th of October",15500,EGP,monthly,128 Sq. M.,2,2,Semi-furnished,Apartment,Giza,6th of October,6th of October City,29.96852,30.94154,Elevator|Garden|Balcony|Maids Room|Backup Generator,2026-03-10,Bayut Verified,2026-06-30T09:00:00
BA100220,bayut,https://www.bayut.eg/property/details-100220.html,"Furnished Villa for rent in Dokki, Giza",79500,EGP,monthly,522 Sq. M.,6,2,Furnished,Villa,Giza,Giza,Dokki,30.03922,31.22094,Swimming Pool|Kids Area|Parking|Gym|Balcony|Security,2026-04-18,Bayut Verified,2026-06-30T09:00:00
BA100051,bayut,https://www.bayut.eg/property/details-100051.html,"Unfurnished Chalet for rent in 6th of October City, 6th of October",13500,EGP,monthly,138,3,2,Unfurnished,Chalet,Giza,6th of October,,29.96974,30.94249,Parking|Kids Area,2026-05-14,Private Owner,2026-06-30T09:00:00
BA100293,bayut,https://www.bayut.eg/property/details-100293.html,"Furnished Chalet for rent in 6th of October City, 6th of October",15500,EGP,monthly,,3,2,Furnished,Chalet,Giza,6th of October,6th of October City,29.96583,30.93569,Central AC|Parking|Built-in Kitchen|Kids Area|Maids Room,2026-05-23,Private Owner,2026-06-30T09:00:00
AQ100241,aqarmap,https://www.aqarmap.com/en/property/details-100241.html,"Semi-furnished Studio for rent in Sheikh Zayed, 6th of October",10000,EGP,monthly,57 Sq. M.,0,1,Semi-furnished,Studio,Giza,6th of October,Sheikh Zayed,30.04342,30.97145,Gym|Parking|Elevator,2026-03-24,Aqarmap Agent,2026-06-30T09:00:00
BA100146,bayut,https://www.bayut.eg/property/details-100146.html,"Furnished Apartment for rent in Nasr City, Cairo",28500,EGP,monthly,193,2,2,Furnished,Apartment,Cairo,Cairo,Nasr City,30.05778,31.36076,Parking|Balcony,2026-03-17,Aqarmap Agent,2026-06-30T09:00:00
BA100108,bayut,https://www.bayut.eg/property/details-100108.html,"Unfurnished Duplex for rent in Dokki, Giza",28500,EGP,monthly,280 Sq. M.,4,1,Unfurnished,Duplex,Giza,Giza,Dokki,30.04706,31.21023,Central AC|Gym|Parking,2026-03-24,Private Owner,2026-06-30T09:00:00
BA100164,bayut,https://www.bayut.eg/property/details-100164.html,"Semi-furnished Chalet for rent in Roushdy, Alexandria",31500,EGP,monthly,153,2,2,Semi-furnished,Chalet,Alexandria,Alexandria,Roushdy,31.22764,29.95927,Security|Maids Room|Built-in Kitchen|Elevator|Backup Generator,2026-05-06,Bayut Verified,2026-06-30T09:00:00
BA100298,bayut,https://www.bayut.eg/property/details-100298.html,"Unfurnished Chalet for rent in Miami, Alexandria",19500,EGP,monthly,158,3,3,Unfurnished,Chalet,Alexandria,Alexandria,Miami,31.26301,30.02371,Balcony|Kids Area|Garden|Parking,2026-06-12,Bayut Verified,2026-06-30T09:00:00
BA100000,bayut,https://www.bayut.eg/property/details-100000.html,"Furnished Studio for rent in Zamalek, Cairo",374,USD,monthly,55,0,1,Furnished,Studio,Cairo,Cairo,Zamalek,30.06321,31.21064,Swimming Pool|Kids Area,2026-04-22,Aqarmap Agent,2026-06-30T09:00:00
BA100395,bayut,https://www.bayut.eg/property/details-100395.html,"Semi-furnished Apartment for rent in Dokki, Giza",18500,EGP,monthly,134,4,4,Semi-furnished,Apartment,Giza,Giza,Dokki,30.04115,31.20385,Kids Area|Gym|Elevator|Garden|Swimming Pool|Maids Room,2026-03-31,Aqarmap Agent,2026-06-30T09:00:00
AQ100079,aqarmap,https://www.aqarmap.com/en/property/details-100079.html,"Semi-furnished Penthouse for rent in Zamalek, Cairo",75500,EGP,monthly,234,4,3,Semi-furnished,Penthouse,Cairo,Cairo,Zamalek,30.06246,31.21147,Central AC|Maids Room|Gym|Parking|Security|Elevator,2026-06-06,Private Owner,2026-06-30T09:00:00
AQ100024,aqarmap,https://www.aqarmap.com/en/property/details-100024.html,"Semi-furnished Penthouse for rent in El Shorouk, Shorouk",34500,EGP,monthly,283,3,3,Semi-furnished,Penthouse,Cairo,Shorouk,El Shorouk,30.11805,31.61164,Kids Area|Maids Room,2026-03-16,Coldwell Banker,2026-06-30T09:00:00
AQ100163,aqarmap,https://www.aqarmap.com/en/property/details-100163.html,"Furnished Apartment for rent in Zamalek, Cairo",59000,EGP,monthly,,4,1,Furnished,Apartment,Cairo,Cairo,,30.05503,31.2176,Built-in Kitchen|Elevator|Security|Central AC,2026-04-19,Private Owner,2026-06-30T09:00:00
AQ100078,aqarmap,https://www.aqarmap.com/en/property/details-100078.html,"Unfurnished Apartment for rent in 6th of October City, 6th of October",21500,EGP,monthly,187,2,,Unfurnished,Apartment,Giza,6th of October,6th of October City,29.96611,30.95233,Built-in Kitchen|Garden|Elevator,2026-06-19,Coldwell Banker,2026-06-30T09:00:00
BA100214,bayut,https://www.bayut.eg/property/details-100214.html,"Semi-furnished Chalet for rent in Haram, Giza",10000,EGP,monthly,127,2,2,Semi-furnished,Chalet,Giza,Giza,Haram,30.00121,31.15394,Maids Room|Balcony|Swimming Pool,2026-06-21,ERA Egypt,2026-06-30T09:00:00
BA100179,bayut,https://www.bayut.eg/property/details-100179.html,"Furnished Apartment for rent in Mohandessin, Giza","29,000",EGP,monthly,,4,2,Furnished,Apartment,Giza,Giza,Mohandessin,30.05742,31.20135,Maids Room|Central AC,2026-06-16,Bayut Verified,2026-06-30T09:00:00
BA100339,bayut,https://www.bayut.eg/property/details-100339.html,"Unfurnished Duplex for rent in Roushdy, Alexandria",576,USD,monthly,191,3,3,Unfurnished,Duplex,Alexandria,Alexandria,Roushdy,31.2325,29.96598,Swimming Pool|Built-in Kitchen|Maids Room|Garden|Backup Generator,2026-03-16,Bayut Verified,2026-06-30T09:00:00
AQ100336,aqarmap,https://www.aqarmap.com/en/property/details-100336.html,"Furnished Studio for rent in Nasr City, Cairo",114000,EGP,yearly,58,0,,Furnished,Studio,Cairo,Cairo,Nasr City,30.05896,31.36076,Elevator|Swimming Pool,2026-06-12,ERA Egypt,2026-06-30T09:00:00
BA100249,bayut,https://www.bayut.eg/property/details-100249.html,"Semi-furnished Studio for rent in Maadi, Cairo",11000,EGP,monthly,46,0,1,Semi-furnished,Studio,Cairo,Cairo,,29.95909,31.25538,Balcony|Garden|Swimming Pool|Security|Kids Area,2026-04-12,Aqarmap Agent,2026-06-30T09:00:00
BA100368,bayut,https://www.bayut.eg/property/details-100368.html,"Semi-furnished Apartment for rent in Fifth Settlement, New Cairo",16500,EGP,monthly,92,4,1,Semi-furnished,Apartment,Cairo,New Cairo,,30.00015,31.49127,Security|Balcony|Swimming Pool,2026-06-20,Bayut Verified,2026-06-30T09:00:00
BA100155,bayut,https://www.bayut.eg/property/details-100155.html,"Unfurnished Penthouse for rent in Zamalek, Cairo",1576,USD,monthly,213,5,5,Unfurnished,Penthouse,Cairo,Cairo,Zamalek,30.06875,31.21763,Balcony|Elevator|Security|Built-in Kitchen,2026-04-27,ERA Egypt,2026-06-30T09:00:00
AQ100311,aqarmap,https://www.aqarmap.com/en/property/details-100311.html,"Semi-furnished Penthouse for rent in Rehab, New Cairo",29000,EGP,monthly,266,3,3,Semi-furnished,Penthouse,Cairo,New Cairo,Rehab,30.06858,31.49252,Central AC|Parking|Security|Backup Generator|Garden,2026-05-05,Coldwell Banker,2026-06-30T09:00:00
AQ100303,aqarmap,https://www.aqarmap.com/en/property/details-100303.html,"Furnished Chalet for rent in Miami, Alexandria",20000,EGP,monthly,110,,2,Furnished,Chalet,Alexandria,Alexandria,Miami,31.26181,30.02645,Gym|Swimming Pool|Security,2026-05-29,Private Owner,2026-06-30T09:00:00
BA100342,bayut,https://www.bayut.eg/property/details-100342.html,"Furnished Studio for rent in Dokki, Giza",8500,EGP,monthly,55,0,,Furnished,Studio,Giza,Giza,Dokki,30.02931,31.20356,Security|Gym,2026-04-04,Aqarmap Agent,2026-06-30T09:00:00
BA100031,bayut,https://www.bayut.eg/property/details-100031.html,"Unfurnished Penthouse for rent in Madinaty, New Cairo",41500,EGP,monthly,325,3,,Unfurnished,Penthouse,Cairo,New Cairo,Madinaty,30.10988,31.62237,Built-in Kitchen|Kids Area|Backup Generator|Swimming Pool|Balcony,2026-05-23,Private Owner,2026-06-30T09:00:00
BA100351,bayut,https://www.bayut.eg/property/details-100351.html,"Furnished Apartment for rent in Fifth Settlement, New Cairo",1081,USD,monthly,197 Sq. M.,3,1,Furnished,Apartment,Cairo,New Cairo,,30.00417,31.4855,Swimming Pool|Garden|Backup Generator|Security|Balcony,2026-03-09,Bayut Verified,2026-06-30T09:00:00
AQ100315,aqarmap,https://www.aqarmap.com/en/property/details-100315.html,"Unfurnished Penthouse for rent in Gleem, Alexandria",420000,EGP,yearly,223,4,3,Unfurnished,Penthouse,Alexandria,Alexandria,Gleem,31.25447,29.96853,Central AC|Maids Room|Backup Generator,2026-04-26,Coldwell Banker,2026-06-30T09:00:00
BA100172,bayut,https://www.bayut.eg/property/details-100172.html,"Unfurnished Apartment for rent in El Shorouk, Shorouk",21500,EGP,monthly,,3,2,Unfurnished,Apartment,Cairo,Shorouk,El Shorouk,30.12852,31.62929,Central AC|Security|Parking|Backup Generator,2026-04-22,ERA Egypt,2026-06-30T09:00:00
AQ100113,aqarmap,https://www.aqarmap.com/en/property/details-100113.html,"Semi-furnished Duplex for rent in Mohandessin, Giza","50,500",EGP,monthly,230,4,,Semi-furnished,Duplex,Giza,Giza,Mohandessin,30.05623,31.20174,Garden|Central AC|Built-in Kitchen|Security,2026-05-21,Bayut Verified,2026-06-30T09:00:00
BA100118,bayut,https://www.bayut.eg/property/details-100118.html,"Unfurnished Studio for rent in Haram, Giza",4500,EGP,monthly,55,0,1,Unfurnished,Studio,Giza,Giza,,29.99723,31.16552,Security|Built-in Kitchen|Gym|Balcony|Maids Room,2026-03-16,Private Owner,2026-06-30T09:00:00
AQ100156,aqarmap,https://www.aqarmap.com/en/property/details-100156.html,"Unfurnished Chalet for rent in Nasr City, Cairo","156,000",EGP,yearly,90,3,2,Unfurnished,Chalet,Cairo,Cairo,Nasr City,30.04529,31.37107,Security|Central AC|Parking|Kids Area|Balcony|Garden,2026-05-04,Private Owner,2026-06-30T09:00:00
AQ100268,aqarmap,https://www.aqarmap.com/en/property/details-100268.html,"Semi-furnished Penthouse for rent in Rehab, New Cairo",27000,EGP,monthly,237,3,3,Semi-furnished,Penthouse,Cairo,New Cairo,,30.06831,31.48534,Elevator|Built-in Kitchen|Kids Area,2026-06-06,Nawy,2026-06-30T09:00:00
AQ100208,aqarmap,https://www.aqarmap.com/en/property/details-100208.html,"Furnished Apartment for rent in Nasr City, Cairo",26000,EGP,monthly,204,3,3,Furnished,Apartment,Cairo,Cairo,Nasr City,30.04604,31.37549,Central AC|Parking|Maids Room,2026-03-24,Bayut Verified,2026-06-30T09:00:00
AQ100194,aqarmap,https://www.aqarmap.com/en/property/details-100194.html,"Semi-furnished Penthouse for rent in Heliopolis, Cairo",53000,EGP,monthly,303,5,1,Semi-furnished,Penthouse,Cairo,Cairo,Heliopolis,30.0848,31.31434,Gym|Maids Room|Built-in Kitchen|Kids Area|Central AC|Swimming Pool,2026-04-27,Aqarmap Agent,2026-06-30T09:00:00
AQ100358,aqarmap,https://www.aqarmap.com/en/property/details-100358.html,"Semi-furnished Apartment for rent in Rehab, New Cairo",12500,EGP,monthly,109 Sq. M.,3,,Semi-furnished,Apartment,Cairo,New Cairo,Rehab,30.05097,31.49269,Backup Generator|Gym|Parking|Security|Built-in Kitchen,2026-06-06,Bayut Verified,2026-06-30T09:00:00
BA100046,bayut,https://www.bayut.eg/property/details-100046.html,"Furnished Studio for rent in Haram, Giza",48000,EGP,yearly,46,0,1,Furnished,Studio,Giza,Giza,Haram,29.98977,31.15942,Balcony|Built-in Kitchen|Security|Kids Area|Parking|Maids Room,2026-03-09,Private Owner,2026-06-30T09:00:00
AQ100102,aqarmap,https://www.aqarmap.com/en/property/details-100102.html,"Unfurnished Studio for rent in Roushdy, Alexandria",132000,EGP,yearly,52,0,,Unfurnished,Studio,Alexandria,Alexandria,Roushdy,31.23599,29.95727,Security|Garden,2026-06-21,Coldwell Banker,2026-06-30T09:00:00
BA100009,bayut,https://www.bayut.eg/property/details-100009.html,"Furnished Chalet for rent in 6th of October City, 6th of October",14500,EGP,monthly,93,,1,Furnished,Chalet,Giza,6th of October,6th of October City,29.97349,30.93451,Parking|Elevator|Maids Room|Backup Generator|Kids Area|Balcony,2026-05-02,ERA Egypt,2026-06-30T09:00:00
AQ100218,aqarmap,https://www.aqarmap.com/en/property/details-100218.html,"Furnished Penthouse for rent in Nasr City, Cairo",60000,EGP,monthly,376,5,,Furnished,Penthouse,Cairo,Cairo,Nasr City,30.04267,31.35672,Garden|Balcony|Backup Generator|Parking,2026-04-18,ERA Egypt,2026-06-30T09:00:00
AQ100074,aqarmap,https://www.aqarmap.com/en/property/details-100074.html,"Unfurnished Duplex for rent in Madinaty, New Cairo",32000,EGP,monthly,281 Sq. M.,5,4,Unfurnished,Duplex,Cairo,New Cairo,Madinaty,30.10285,31.629,Garden|Security|Maids Room|Backup Generator|Built-in Kitchen|Swimming Pool,2026-06-14,Aqarmap Agent,2026-06-30T09:00:00
AQ100098,aqarmap,https://www.aqarmap.com/en/property/details-100098.html,"Furnished Duplex for rent in Haram, Giza",19000,EGP,monthly,219 Sq. M.,3,3,Furnished,Duplex,Giza,Giza,Haram,29.98715,31.16843,Central AC|Security|Garden|Backup Generator|Maids Room,2026-04-08,Bayut Verified,2026-06-30T09:00:00
AQ100140,aqarmap,https://www.aqarmap.com/en/property/details-100140.html,"Unfurnished Studio for rent in Sidi Gaber, Alexandria",5000,EGP,monthly,49,0,1,Unfurnished,Studio,Alexandria,Alexandria,,31.22591,29.93676,Security|Backup Generator|Parking|Garden,2026-06-12,Private Owner,2026-06-30T09:00:00
BA100019,bayut,https://www.bayut.eg/property/details-100019.html,"Unfurnished Duplex for rent in Fifth Settlement, New Cairo",48500,EGP,monthly,253,3,3,Unfurnished,Duplex,Cairo,New Cairo,Fifth Settlement,30.00762,31.49717,Backup Generator|Parking|Gym,2026-04-05,Aqarmap Agent,2026-06-30T09:00:00
BA100205,bayut,https://www.bayut.eg/property/details-100205.html,"Semi-furnished Penthouse for rent in Sheikh Zayed, 6th of October",62500,EGP,monthly,336,3,,Semi-furnished,Penthouse,Giza,6th of October,Sheikh Zayed,30.04594,30.97696,Balcony|Maids Room|Kids Area,2026-04-15,Private Owner,2026-06-30T09:00:00
AQ100369,aqarmap,https://www.aqarmap.com/en/property/details-100369.html,"Unfurnished Duplex for rent in El Shorouk, Shorouk",25500,EGP,monthly,190,5,4,Unfurnished,Duplex,Cairo,Shorouk,El Shorouk,30.11985,31.61412,Backup Generator|Swimming Pool,2026-03-29,Bayut Verified,2026-06-30T09:00:00
AQ100061,aqarmap,https://www.aqarmap.com/en/property/details-100061.html,"Unfurnished Chalet for rent in Gleem, Alexandria",19500,EGP,monthly,99,3,1,Unfurnished,Chalet,Alexandria,Alexandria,Gleem,31.23758,29.96918,Gym|Maids Room,2026-04-08,Private Owner,2026-06-30T09:00:00
AQ100117,aqarmap,https://www.aqarmap.com/en/property/details-100117.html,"Unfurnished Townhouse for rent in Sidi Gaber, Alexandria",28500,EGP,monthly,289,,2,Unfurnished,Townhouse,Alexandria,Alexandria,Sidi Gaber,31.22165,29.94394,Garden|Gym|Backup Generator,2026-06-23,Aqarmap Agent,2026-06-30T09:00:00
AQ100076,aqarmap,https://www.aqarmap.com/en/property/details-100076.html,"Unfurnished Studio for rent in Fifth Settlement, New Cairo",6500,EGP,monthly,40 Sq. M.,0,1,Unfurnished,Studio,Cairo,New Cairo,,30.01518,31.49221,Central AC|Swimming Pool|Balcony|Gym,2026-06-27,Private Owner,2026-06-30T09:00:00
BA100324,bayut,https://www.bayut.eg/property/details-100324.html,"Furnished Chalet for rent in Zamalek, Cairo",1040,USD,monthly,151,,2,Furnished,Chalet,Cairo,Cairo,,30.06597,31.22416,Central AC|Parking|Security|Garden|Maids Room|Balcony,2026-05-15,ERA Egypt,2026-06-30T09:00:00
AQ100322,aqarmap,https://www.aqarmap.com/en/property/details-100322.html,"Unfurnished Villa for rent in Nasr City, Cairo",39000,EGP,monthly,406,5,5,Unfurnished,Villa,Cairo,Cairo,Nasr City,30.04312,31.36392,Gym|Swimming Pool|Backup Generator|Maids Room|Elevator,2026-06-10,Coldwell Banker,2026-06-30T09:00:00
BA100302,bayut,https://www.bayut.eg/property/details-100302.html,"Semi-furnished Townhouse for rent in Smouha, Alexandria",53000,EGP,monthly,263,4,2,Semi-furnished,Townhouse,Alexandria,Alexandria,Smouha,31.21983,29.94624,Kids Area|Backup Generator,2026-04-09,ERA Egypt,2026-06-30T09:00:00
BA100096,bayut,https://www.bayut.eg/property/details-100096.html,"Semi-furnished Apartment for rent in Madinaty, New Cairo",22000,EGP,monthly,192,4,2,Semi-furnished,Apartment,Cairo,New Cairo,Madinaty,30.09424,31.6238,Kids Area|Central AC,2026-03-06,ERA Egypt,2026-06-30T09:00:00
BA100092,bayut,https://www.bayut.eg/property/details-100092.html,"Furnished Apartment for rent in Miami, Alexandria",32000,EGP,monthly,173,3,,Furnished,Apartment,Alexandria,Alexandria,Miami,31.27512,30.02957,Backup Generator|Maids Room|Balcony|Kids Area|Built-in Kitchen,2026-06-02,ERA Egypt,2026-06-30T09:00:00
AQ100312,aqarmap,https://www.aqarmap.com/en/property/details-100312.html,"Semi-furnished Apartment for rent in Sidi Gaber, Alexandria","25,500",EGP,monthly,164 Sq. M.,2,2,Semi-furnished,Apartment,Alexandria,Alexandria,Sidi Gaber,31.21152,29.94563,Balcony|Garden,2026-06-18,Aqarmap Agent,2026-06-30T09:00:00
AQ100257,aqarmap,https://www.aqarmap.com/en/property/details-100257.html,"Unfurnished Duplex for rent in Nasr City, Cairo","29,500",EGP,monthly,255,4,1,Unfurnished,Duplex,Cairo,Cairo,Nasr City,30.04625,31.37121,Elevator|Balcony|Backup Generator|Garden,2026-04-03,Coldwell Banker,2026-06-30T09:00:00
AQ100052,aqarmap,https://www.aqarmap.com/en/property/details-100052.html,"Unfurnished Townhouse for rent in 6th of October City, 6th of October",32500,EGP,monthly,231,4,3,Unfurnished,Townhouse,Giza,6th of October,6th of October City,29.96801,30.94003,Maids Room|Swimming Pool|Security|Central AC|Backup Generator|Balcony,2026-06-24,Coldwell Banker,2026-06-30T09:00:00
BA100242,bayut,https://www.bayut.eg/property/details-100242.html,"Semi-furnished Villa for rent in Sheikh Zayed, 6th of October",91500,EGP,monthly,425 Sq. M.,4,1,Semi-furnished,Villa,Giza,6th of October,Sheikh Zayed,30.03941,30.97951,Balcony|Elevator,2026-06-14,Coldwell Banker,2026-06-30T09:00:00
AQ100386,aqarmap,https://www.aqarmap.com/en/property/details-100386.html,"Furnished Townhouse for rent in Sheikh Zayed, 6th of October",54500,EGP,monthly,249,4,1,Furnished,Townhouse,Giza,6th of October,Sheikh Zayed,30.03915,30.96927,Central AC|Kids Area|Gym,2026-06-24,ERA Egypt,2026-06-30T09:00:00
BA100346,bayut,https://www.bayut.eg/property/details-100346.html,"Unfurnished Duplex for rent in Rehab, New Cairo",556,USD,monthly,290,3,1,Unfurnished,Duplex,Cairo,New Cairo,Rehab,30.06115,31.48952,Backup Generator|Built-in Kitchen|Elevator|Central AC|Balcony|Swimming Pool,2026-05-10,Private Owner,2026-06-30T09:00:00
BA100345,bayut,https://www.bayut.eg/property/details-100345.html,"Semi-furnished Chalet for rent in 6th of October City, 6th of October",156000,EGP,yearly,112,,1,Semi-furnished,Chalet,Giza,6th of October,6th of October City,29.97487,30.94851,Central AC|Parking|Kids Area|Backup Generator|Maids Room|Elevator,2026-05-19,Coldwell Banker,2026-06-30T09:00:00
BA100134,bayut,https://www.bayut.eg/property/details-100134.html,"Unfurnished Apartment for rent in Mokattam, Cairo",14500,EGP,monthly,115,3,3,Unfurnished,Apartment,Cairo,Cairo,,30.01544,31.30129,Security|Parking|Garden|Backup Generator|Elevator,2026-05-28,Private Owner,2026-06-30T09:00:00
AQ100058,aqarmap,https://www.aqarmap.com/en/property/details-100058.html,"Unfurnished Penthouse for rent in Smouha, Alexandria",74500,EGP,monthly,344,,4,Unfurnished,Penthouse,Alexandria,Alexandria,Smouha,31.22028,29.94554,Central AC|Parking|Kids Area,2026-04-12,Private Owner,2026-06-30T09:00:00
AQ100143,aqarmap,https://www.aqarmap.com/en/property/details-100143.html,"Unfurnished Apartment for rent in Sheikh Zayed, 6th of October",228000,EGP,yearly,102 Sq. M.,2,2,Unfurnished,Apartment,Giza,6th of October,Sheikh Zayed,30.03175,30.98248,Central AC|Swimming Pool|Parking|Elevator|Backup Generator|Built-in Kitchen,2026-06-30,Bayut Verified,2026-06-30T09:00:00
